H_01,H_02_A,H_02_B,H_02_C,H_02_D,H_02_E,H_02_F,H_02_G,H_02_H,H_02_I,H_03,H_04,H_05,H_06_A,H_06_B,H_06_C,H_06_D,H_06_E,H_06_F,H_06_G,H_06_H,H_06_I,H_06_J,H_06_K,H_07,H_07_A,H_07_B,H_07_C,H_07_D,H_07_E,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
3,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,34654,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,34674,3,1,3
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,34682,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,34688,4,1,4
3,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,34697,1,1,1
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,34706,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,34801,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,35117,2,1,2
2,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,35126,2,1,2
2,,,,,1,,,,,1,1,10,,,,,,,,,,,1,2,,,,,,35874,1,1,1
3,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,36044,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,36182,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,36290,1,1,1
2,,,,,1,,,,,1,1,30,,,1,1,,,,,,,,2,,,,,,36530,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,36580,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,36590,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,36706,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,36822,2,1,2
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,37000,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37008,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37059,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37063,2,1,2
3,,,,,1,,,,,1,1,30,,,,,1,,,,,,,2,,,,,,37067,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37090,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37150,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37274,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,37323,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,37509,2,1,2
3,,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,37570,5,1,5
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38111,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38197,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38317,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38385,4,1,4
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,38535,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38568,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,38771,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,38790,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38793,1,1,1
3,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,38804,1,1,1
2,,,,1,,,,,,1,1,3,,,1,,,,,,,,,2,,,,,,38827,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38896,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,38900,1,1,1
9,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,39074,1,1,1
3,,,,1,,,,,,1,1,1,,,,,,,,1,,,,2,,,,,,39122,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,39281,3,1,3
2,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,39384,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,39509,2,1,2
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,39583,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,39617,3,1,3
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,39721,4,1,4
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,39757,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,39904,3,1,3
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,39909,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,39925,1,1,1
3,,,,,1,,,,,1,1,3,,,,,,,,,,,1,2,,,,,,39971,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,40090,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,40401,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,40534,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,40573,2,1,2
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40588,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,40623,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40682,1,1,1
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,40705,1,1,1
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40723,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40770,1,1,1
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40822,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,41056,3,1,3
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,41090,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,41108,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,41169,2,1,2
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,41240,1,1,1
1,,,,,1,,,,,1,1,99,,,,,,,,1,,,,2,,,,,,41289,2,1,2
3,,,,1,,,,,,1,1,15,,,,,,,,,,,1,2,,,,,,41377,3,1,3
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,41385,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,41637,2,1,2
1,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,41795,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,41835,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,41895,2,1,2
3,,,,,,1,,,,1,1,1,,,,,,,,,,,1,2,,,,,,42074,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,42200,1,1,1
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,42219,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,42238,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,42247,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,42302,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,42339,1,1,1
3,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,42469,1,1,1
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,42482,3,1,3
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,42609,1,1,1
3,,,,,1,,,,,1,1,3,,1,,,,,,,,,,2,,,,,,42911,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,42924,3,1,3
3,,,,1,,,,,,1,1,20,,,1,,,,,,,,,2,,,,,,42981,3,1,3
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,43020,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,43043,3,1,3
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,43081,2,1,2
1,,,,1,,,,,,1,1,30,,,,,1,,,,,,,2,,,,,,43270,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,43319,4,1,4
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,43324,1,1,1
3,,,,,1,,,,,1,1,15,,1,1,,1,,,,,,,2,,,,,,43438,1,1,1
3,,,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,43589,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,43596,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,43782,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,43804,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,43892,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,44019,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,44039,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,44122,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,44127,4,1,4
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,44246,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,44256,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,44304,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,44334,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,44381,1,1,1
3,,,1,,,,,,,1,1,20,,,,,,1,,,,,,2,,,,,,44430,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,44516,1,1,1
3,1,,,,,,,,,1,1,30,,,,,,,,,,,1,2,,,,,,44935,1,1,1
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,45043,2,1,2
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,45084,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,45149,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,45201,5,1,5
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,45216,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,45284,1,1,1
3,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,45503,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,45577,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,45616,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,45958,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,46043,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,46260,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,46314,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,46416,1,1,1
1,,1,,,,,,,,1,1,10,,,,,,,1,,,,,2,,,,,,46450,2,1,2
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,46564,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,46590,2,1,2
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,46646,2,1,2
1,,,,,1,,,,,1,1,4,,,,,,,,,,,1,2,,,,,,46740,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,46786,2,1,2
1,,,,,1,,,,,1,1,10,1,,,,,,,,,,,2,,,,,,47040,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,47088,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,47164,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,47185,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,47199,2,1,2
3,,,,,1,,,,,9,,,,,,,,,,,,,,,,,,,,47287,1,1,1
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,47364,3,1,3
3,,,,1,,,,,,1,1,4,,,1,,,,,,,,,2,,,,,,47389,2,1,2
3,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,47402,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,47471,2,1,2
3,,,,,,1,,,,1,1,1,,,1,,,,,,,,,2,,,,,,47860,2,1,2
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,47867,1,1,1
2,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,48097,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,48199,5,1,5
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,48489,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,48507,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,48528,1,1,1
3,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,48670,1,1,1
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,48706,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,48762,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,48825,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,48883,2,1,2
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,48985,1,1,1
3,1,,,,,,,,,1,1,30,,,,,,1,,,,,1,1,,,1,,,48999,1,1,1
1,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,49055,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,49139,1,1,1
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,49141,3,1,3
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,49245,1,1,1
3,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,49254,3,1,3
3,,,,,1,,,,,1,1,1,,,,,1,,,,,,,2,,,,,,49266,1,1,1
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,49329,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,49480,2,1,2
3,,,,,1,,,,,1,1,2,,,,,1,,,,,,,2,,,,,,49558,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,49777,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,49927,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,49952,2,1,2
3,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,49973,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50031,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,50178,1,1,1
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,50221,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50244,2,1,2
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,50309,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,50345,2,1,2
3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,50432,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,50475,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,50488,2,1,2
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,50489,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50523,1,1,1
3,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,50545,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,50585,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,50609,1,1,1
3,,1,,,,,,,,1,1,30,,,1,,,1,,,,,,1,,,1,,,50682,1,1,1
3,,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,50737,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50819,3,1,3
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,50944,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50986,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50988,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,50990,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,51048,2,1,2
3,,,,,1,,,,,1,1,5,,,,,,,,,,,1,2,,,,,,51064,3,1,3
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,51093,2,1,2
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,51096,1,1,1
9,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,51148,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,51221,2,1,2
2,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,51301,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,51462,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,51552,4,1,4
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,51621,1,1,1
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,51735,1,1,1
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,51769,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,51932,3,1,3
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,51995,1,1,1
1,,,,,1,,,,,1,1,1,,,,,1,,,,,,,2,,,,,,52046,3,1,3
1,,,,,1,,,,,1,1,30,,,,,,,,,,,1,2,,,,,,52156,3,1,3
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,52701,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,52779,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,52825,1,1,1
3,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,52893,3,1,3
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,53066,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,53126,3,1,3
9,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,53142,3,1,3
3,,,,,1,,,,,1,1,10,,,,,,,,,,,1,2,,,,,,53147,2,1,2
2,,,,,1,,,,,1,1,30,,,,,,,,,,,1,2,,,,,,53239,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,53283,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,53515,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,53518,3,1,3
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,53522,5,1,5
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,53532,3,1,3
3,,,,,1,,,,,1,1,1,,,1,,,,,,,,,2,,,,,,53757,3,1,3
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,53822,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,53846,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,53952,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,53988,3,1,3
3,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,54142,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,54146,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54277,2,1,2
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,54284,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54396,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54400,1,1,1
1,,,,,1,,,,,1,1,1,,,,,,,,,,,1,2,,,,,,54530,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54574,1,1,1
3,,,,,1,,,,,1,1,2,,,1,,,,,,,,,2,,,,,,54585,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54651,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54856,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,54903,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,54913,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,55125,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,55129,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,55192,1,1,1
3,,,,1,,,,,,1,1,1,,,1,,,,,,,,,2,,,,,,55468,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,55546,3,1,3
3,,,,1,,,,,,1,1,3,,,1,,,,,,,,,2,,,,,,55700,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,55753,1,1,1
3,,1,,,,,,,,1,1,1,,,1,,,,,,,,,1,,1,,,,55892,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,56056,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,56111,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,56115,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,56272,1,1,1
1,,,,,1,,,,,1,1,1,,,,,,,,,,,1,2,,,,,,56281,3,1,3
1,,,,1,,,,,,1,1,2,,,1,,,,,,,,,2,,,,,,56386,1,1,1
2,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,56421,4,1,4
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,56569,2,1,2
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,56605,2,1,2
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,56699,2,1,2
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,56710,1,1,1
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,56875,2,1,2
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,56957,1,1,1
2,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,56962,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,57022,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,57217,3,1,3
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,57224,4,1,4
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,57392,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,57441,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,57443,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,57623,1,1,1
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,57910,2,1,2
2,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,57918,3,1,3
2,,,,,1,,,,,1,1,2,,,,,,,,,,,1,2,,,,,,57933,1,1,1
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,57989,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,58053,2,1,2
3,,,,1,,,,,,1,1,1,,,,,,,,,,,1,2,,,,,,58382,3,1,3
3,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,58409,2,1,2
2,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,58493,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,58507,1,1,1
1,,,,1,,,,,,1,1,2,,,1,,,,,,,,,2,,,,,,58586,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,58753,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,58857,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,58892,1,1,1
3,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,58943,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,58953,2,1,2
3,,,1,,,,,,,1,1,30,,,,,,,,,,,1,2,,,,,,59090,2,1,2
3,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,59095,3,1,3
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,59100,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,59249,1,1,1
9,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,59316,3,1,3
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,59339,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,59346,1,1,1
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,59429,3,1,3
3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,59465,3,1,3
3,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,59573,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,59585,4,1,4
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,59636,1,1,1
1,,,,,1,,,,,1,1,15,,,,,,,,,,,1,2,,,,,,59652,1,1,1
3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,59670,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,59700,3,1,3
2,,,,,1,,,,,1,1,3,,,1,,,,,,,,,2,,,,,,59703,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,59711,2,1,2
3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,59817,2,1,2
3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,59835,1,1,1
