L_01,L_02,L_03,L_04,L_05,L_06,L_07,L_08,L_08_VALOR,L_08_TEXTO,L_09_A,L_09_B,L_09_C,L_09_D,L_09_E,L_09_F,L_09_G,L_09_H,L_09_I,L_10,L_10_A,L_10_B,L_11_A,L_11_B,L_11_C,L_11_D,L_11_E,L_11_F,L_11_G,L_11_H,L_11_I,L_11_J,L_11_K,L_11_L,L_11_M,L_11_N,L_11_O,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
3,1,2,2,,,1,1,20000,VEINTE MIL,,,,,,,1,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49558,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49565,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49567,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49581,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49591,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49662,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49765,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49777,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49812,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49823,2,1,2
3,1,2,1,2,40000,1,1,20000,VEINTE MIL SE PUEDE CONSEGUIR DE CINCO MIL A SIETE MIL SEGUN CALIDAD,,,,1,,,,1,,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,49851,3,1,3
2,1,1,2,,,1,1,8000,OCHO MIL PESOS,,,,,,1,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49874,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49884,1,1,1
3,1,5,1,30,80000,40,1,4000,CUATRO MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49885,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49915,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49927,1,1,1
3,1,2,1,5,150000,5,1,4000,CUATRO MIL PESOS,,,1,1,,,,,,2,,,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,49973,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49983,6,1,6
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50067,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50158,3,1,3
3,1,4,1,10,50000,1,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,1,2,2,1,2,1,1,1,2,2,2,1,1,2,1,50168,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50188,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50191,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50333,3,1,3
3,1,1,1,1,10000,02,2,,,,,,1,,,,,,2,,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,50345,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50360,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50483,2,1,2
3,1,3,1,2,20000,02,1,10000,DIEZ MIL PESOS,,,,,,,1,,,2,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,50507,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50553,1,1,1
3,1,5,1,30,15000,12,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,50564,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50569,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50576,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50609,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50626,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50684,2,1,2
3,1,4,1,4,24000,04,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,50721,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50737,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50837,1,1,1
3,1,3,2,,,30,1,10000,DIEZ MIL,,,1,1,1,1,1,,,2,,,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,50936,4,1,4
3,1,1,2,,,1,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50944,3,1,3
9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50986,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51006,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51034,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51137,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51195,4,1,4
3,1,3,1,4,98,04,2,,,,,,1,,,1,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51240,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51249,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51396,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51502,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51531,7,1,7
3,1,4,2,,,05,1,35000,TREINTA Y CINCO MIL PESOS,,,,,,,1,,,2,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,51552,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51602,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51676,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51725,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51749,2,1,2
3,1,4,1,20,65000,30,1,4000,CUATRO MIL PESOS,,,1,,,,,,,2,,,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,52046,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52097,1,1,1
1,1,2,1,1,10000,01,1,15000,QUINCE MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,52108,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52153,5,1,5
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52156,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52213,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52404,2,1,2
3,1,4,1,20,100000,20,1,5000,CINCO MIL,,,,,,1,,,,2,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,52429,2,1,2
9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52654,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52701,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52825,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52917,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52935,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52959,1,1,1
3,1,4,2,,,01,1,9000,NUEVE MIL PESOS,,,,,,,1,,,2,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,53114,2,1,2
3,1,1,2,,,01,1,7000,SIETE MIL PESOS,,,1,,,,,,,2,,,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,53126,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53151,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53168,1,1,1
3,1,4,1,3,20000,04,1,5000,CINCO MIL,,,1,,,,,,,2,,,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,53229,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53262,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53283,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53463,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53488,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53503,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53522,5,1,5
3,1,1,2,,,1,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53533,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53567,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53576,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53707,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53740,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53838,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53840,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53966,3,1,3
3,1,2,2,,,1,1,30000,TREINTA MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53973,5,1,5
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53988,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54020,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54111,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54146,4,1,4
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54256,1,1,1
3,1,2,2,,,05,1,20000,VEINTE MIL PESOS,,,,,,,,1,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54306,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54332,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54438,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54549,1,1,1
3,1,2,2,,,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54585,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54651,3,1,3
3,1,2,2,,,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54669,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54719,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54720,2,1,2
3,1,2,2,,,1,1,20000,VEINTE MIL PESOS,,1,1,1,1,1,1,,,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54903,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54979,1,1,1
3,1,3,1,4,24000,04,1,6000,SEIS MIL,,,,1,1,,1,,,2,,,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,55029,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55042,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55067,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55199,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55214,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55218,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55243,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55277,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55361,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55391,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55514,1,1,1
3,1,3,2,,,1,1,10000,DIEZ MAIL,,,1,,,,,,,1,1,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,55546,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55559,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55606,1,1,1
3,1,2,2,,,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55610,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55651,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55692,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55722,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55744,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55798,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55802,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55810,1,1,1
3,1,2,1,1,20000,50,2,,,,,1,,,,,,,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,55892,2,1,2
3,1,2,2,,,1,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,55991,1,1,1
3,1,1,2,,,02,1,5000,CINCO MIL PESOS,,,,,,,1,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56027,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56056,1,1,1
3,1,1,1,1,5000,03,2,,,,,,,,,1,,,2,,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,56086,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56106,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56111,1,1,1
3,1,2,2,,,01,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56124,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56178,8,1,8
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56221,3,1,3
2,1,3,1,5,70000,05,1,25000,VEITICINCO MIL PESOS,,,1,,,,,,,2,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,56270,2,1,2
3,1,1,2,,,08,1,12000,DOCE MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56272,1,1,1
3,1,3,1,1,10000,1,1,10000,DIEZ MIL PESOS,,,,,,1,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56283,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56285,4,1,4
3,1,2,1,3,98,1,1,20000,VEINTE MIL PESOS,,,,,,,,,1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56382,1,1,1
3,1,3,1,1,10000,1,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56386,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56401,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56403,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56433,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56478,2,1,2
3,1,2,2,,,03,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56552,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56569,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56649,2,1,2
3,1,1,2,,,1,1,15000,QUINCE MIL,,,,,,1,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56710,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56736,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56738,2,1,2
2,1,2,2,,,01,1,10000,DIEZ MIL PESOS,,,,,1,,,,,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,56802,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56807,1,1,1
3,1,2,2,,,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56815,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56823,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56961,2,1,2
3,1,5,1,15,50000,12,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,57069,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57178,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57581,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57623,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57628,11,1,11
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57683,1,1,1
2,1,1,2,,,1,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57716,1,1,1
3,1,1,2,,,1,1,20000,VEINTE MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57870,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57890,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57939,1,1,1
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57967,1,1,1
3,1,4,1,20,160000,15,1,5000,CINCO MIL PESOS,,,,1,1,,,,,1,1,,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,58009,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58075,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58146,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58187,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58205,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58354,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58367,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58522,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58642,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58660,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58827,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58919,4,1,4
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59047,2,1,2
3,1,1,2,,,03,1,15000,QUINCE MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59100,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59142,1,1,1
3,1,2,2,,,1,1,10000,DIEZ MIL,,,,,1,,,,,2,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,59250,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59315,3,1,3
3,1,3,1,1,10000,1,1,10000,diez mil pesos,,,1,,,,,,,2,,,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,59316,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59429,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59570,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59573,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59629,3,1,3
3,1,1,2,,,01,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59649,6,1,6
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59773,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59774,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59835,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59941,2,1,2
